,Trip_Duration,Trip,Start_Coords,End_Coords,Median_Duration_Mins,Median_Unix_StartTime,Size,Public_Duration
212,5.35,"41.892278000000005,-87.612043|41.89186,-87.62062","41.892278000000005,-87.612043","41.89186,-87.62062",14.35,1495369740,141,
131,26.63333333333333,"41.880958,-87.616743|41.88504199,-87.61279454","41.880958,-87.616743","41.88504199,-87.61279454",22.73333333333333,1495638060,139,
106,29.48333333333333,"41.926277,-87.630834|41.963982,-87.638181","41.926277,-87.630834","41.963982,-87.638181",27.075,1495079370,138,
593,27.35,"41.880958,-87.616743|41.90096039,-87.62377664","41.880958,-87.616743","41.90096039,-87.62377664",25.8,1494849060,133,
344,21.15,"41.866095,-87.60726700000001|41.8810317,-87.62408432","41.866095,-87.60726700000001","41.8810317,-87.62408432",25.208333333333336,1495389900,132,
143,28.2,"41.88504199,-87.61279454|41.86722596,-87.61535539","41.88504199,-87.61279454","41.86722596,-87.61535539",22.8,1495804770,130,
656,67.31666666666666,"41.856268,-87.613348|41.856268,-87.613348","41.856268,-87.613348","41.856268,-87.613348",26.53333333333333,1495308060,125,
1695,10.716666666666667,"41.892278000000005,-87.612043|41.88504199,-87.61279454","41.892278000000005,-87.612043","41.88504199,-87.61279454",16.933333333333334,1495469760,125,
2532,44.31666666666667,"41.865312,-87.617867|41.880958,-87.616743","41.865312,-87.617867","41.880958,-87.616743",19.233333333333334,1495381980,125,
715,72.01666666666667,"41.89257,-87.614492|41.89257,-87.614492","41.89257,-87.614492","41.89257,-87.614492",53.30833333333334,1495625400,124,
