,trip,Median Duration (mins),Median time of day,public_duration
81,"40.70140317257725,-73.98672670125961|40.697787,-73.973736",6.45,0 days 14:00:00.000000000,
82,"40.70140317257725,-73.98672670125961|40.69795031569544,-73.97077560424805",7.016666666666667,0 days 17:00:00.000000000,
83,"40.70140317257725,-73.98672670125961|40.699773,-73.979927",3.4833333333333334,0 days 10:00:00.000000000,
84,"40.70140317257725,-73.98672670125961|40.71581550000001,-73.99422366",11.55,0 days 10:00:00.000000000,
85,"40.701907,-74.013942|40.711512,-74.01575600000002",6.333333333333333,0 days 16:00:00.000000000,
86,"40.70255065,-74.0127234|40.711512,-74.01575600000002",6.225,0 days 10:00:00.000000000,
87,"40.70277159,-73.99383605|40.69165183,-73.99997859999998",8.35,0 days 16:00:00.000000000,
88,"40.70355377,-74.00670227|40.70122128,-74.01234218",2.8,0 days 09:00:00.000000000,
89,"40.70355377,-74.00670227|40.711512,-74.01575600000002",9.483333333333333,0 days 12:00:00.000000000,
90,"40.70463334,-74.01361706|40.70569254,-74.01677685",2.566666666666667,0 days 11:00:00.000000000,
91,"40.70463334,-74.01361706|40.70834698,-74.01713445",4.133333333333334,0 days 17:00:00.000000000,
92,"40.70463334,-74.01361706|40.711512,-74.01575600000002",5.558333333333334,0 days 16:00:00.000000000,
93,"40.70463334,-74.01361706|40.7153379,-74.01658354",7.15,0 days 16:00:00.000000000,
94,"40.70569254,-74.01677685|40.70463334,-74.01361706",2.783333333333333,0 days 11:00:00.000000000,
95,"40.70569254,-74.01677685|40.70569254,-74.01677685",21.4,0 days 16:00:00.000000000,
96,"40.70569254,-74.01677685|40.711512,-74.01575600000002",3.7666666666666666,0 days 16:00:00.000000000,
97,"40.70569254,-74.01677685|40.7149787,-74.013012",6.016666666666667,0 days 14:00:00.000000000,
98,"40.70569254,-74.01677685|40.7153379,-74.01658354",5.8,0 days 14:00:00.000000000,
99,"40.70569254,-74.01677685|40.71754834,-74.01322069",7.383333333333334,0 days 12:00:00.000000000,
100,"40.70823502,-74.00530063|40.711066,-74.009447",2.933333333333333,0 days 08:00:00.000000000,
101,"40.70834698,-74.01713445|40.70463334,-74.01361706",4.233333333333333,0 days 10:00:00.000000000,
102,"40.70834698,-74.01713445|40.70569254,-74.01677685",1.9833333333333334,0 days 15:00:00.000000000,
103,"40.70834698,-74.01713445|40.711512,-74.01575600000002",1.9833333333333334,0 days 16:00:00.000000000,
104,"40.70834698,-74.01713445|40.7153379,-74.01658354",5.033333333333333,0 days 12:00:00.000000000,
105,"40.70834698,-74.01713445|40.71754834,-74.01322069",5.866666666666666,0 days 10:00:00.000000000,
106,"40.70877084,-73.95095259|40.71413311,-73.95234386",3.1083333333333334,0 days 12:00:00.000000000,
107,"40.70905623,-74.01043382|40.70255065,-74.0127234",3.7,0 days 08:00:00.000000000,
108,"40.70905623,-74.01043382|40.70355377,-74.00670227",4.633333333333334,0 days 12:00:00.000000000,
109,"40.70905623,-74.01043382|40.70463334,-74.01361706",2.8833333333333333,0 days 09:00:00.000000000,
110,"40.70924826276157,-73.96063148975372|40.71044554,-73.96525063",2.2,0 days 17:00:00.000000000,
111,"40.70924826276157,-73.96063148975372|40.71285887,-73.96590294",4.191666666666666,0 days 17:00:00.000000000,
112,"40.71044554,-73.96525063|40.70924826276157,-73.96063148975372",2.066666666666667,0 days 08:00:00.000000000,
113,"40.71044554,-73.96525063|40.71534825,-73.96024116",3.725,0 days 13:00:00.000000000,
114,"40.71044554,-73.96525063|40.71745169,-73.95850939",4.583333333333333,0 days 10:00:00.000000000,
115,"40.711066,-74.009447|40.70463334,-74.01361706",4.116666666666666,0 days 09:00:00.000000000,
116,"40.711512,-74.01575600000002|40.701907,-74.013942",6.966666666666667,0 days 13:00:00.000000000,
117,"40.711512,-74.01575600000002|40.70355377,-74.00670227",8.616666666666667,0 days 17:00:00.000000000,
118,"40.711512,-74.01575600000002|40.70463334,-74.01361706",6.216666666666667,0 days 10:00:00.000000000,
119,"40.711512,-74.01575600000002|40.70569254,-74.01677685",3.933333333333333,0 days 16:00:00.000000000,
120,"40.711512,-74.01575600000002|40.70834698,-74.01713445",2.1166666666666667,0 days 16:00:00.000000000,
121,"40.711512,-74.01575600000002|40.70905623,-74.01043382",3.975,0 days 10:00:00.000000000,
122,"40.711512,-74.01575600000002|40.711512,-74.01575600000002",15.166666666666666,0 days 16:00:00.000000000,
123,"40.711512,-74.01575600000002|40.71754834,-74.01322069",4.5,0 days 13:00:00.000000000,
124,"40.711512,-74.01575600000002|40.7277140777778,-74.01129573583603",9.3,0 days 15:00:00.000000000,
125,"40.711512,-74.01575600000002|40.728846,-74.00859100000002",10.65,0 days 14:00:00.000000000,
126,"40.711512,-74.01575600000002|40.73291553,-74.00711384",12.958333333333334,0 days 17:00:00.000000000,
127,"40.71260486,-73.96264403|40.71534825,-73.96024116",1.9,0 days 14:00:00.000000000,
128,"40.71260486,-73.96264403|40.71745169,-73.95850939",2.8,0 days 10:00:00.000000000,
129,"40.71273266,-74.0046073|40.71485150526252,-74.01122331619263",4.183333333333334,0 days 13:00:00.000000000,
130,"40.71273266,-74.0046073|40.7149787,-74.013012",4.2,0 days 08:00:00.000000000,
131,"40.71273266,-74.0046073|40.71754834,-74.01322069",5.766666666666667,0 days 17:00:00.000000000,
132,"40.71285887,-73.96590294|40.70924826276157,-73.96063148975372",3.6333333333333333,0 days 09:00:00.000000000,
133,"40.71285887,-73.96590294|40.71534825,-73.96024116",3.716666666666667,0 days 12:00:00.000000000,
134,"40.71285887,-73.96590294|40.71745169,-73.95850939",4.316666666666666,0 days 10:00:00.000000000,
135,"40.71285887,-73.96590294|40.7190095,-73.95852515",4.625,0 days 10:00:00.000000000,
136,"40.71291224,-74.01020234|40.717571,-74.005549",3.433333333333333,0 days 10:00:00.000000000,
137,"40.71291224,-74.01020234|40.71939226,-74.00247214",5.058333333333334,0 days 09:00:00.000000000,
138,"40.71291224,-74.01020234|40.72019521437465,-74.0103006362915",5.133333333333334,0 days 08:00:00.000000000,
139,"40.71291224,-74.01020234|40.72243797,-74.00566443",5.425,0 days 09:00:00.000000000,
140,"40.713126,-73.984844|40.71427487,-73.98990025",2.8,0 days 10:00:00.000000000,
141,"40.71413089,-73.99704679999998|40.71427487,-73.98990025",4.225,0 days 14:00:00.000000000,
142,"40.71413311,-73.95234386|40.71534825,-73.96024116",3.8333333333333335,0 days 15:00:00.000000000,
143,"40.714215,-73.981346|40.71427487,-73.98990025",3.8833333333333333,0 days 13:00:00.000000000,
144,"40.714215,-73.981346|40.7172274,-73.98802084",3.7333333333333334,0 days 12:00:00.000000000,
145,"40.714215,-73.981346|40.71893904,-73.99266288",5.583333333333333,0 days 12:00:00.000000000,
146,"40.71427487,-73.98990025|40.713126,-73.984844",3.1166666666666667,0 days 16:00:00.000000000,
147,"40.71427487,-73.98990025|40.71413089,-73.99704679999998",3.725,0 days 11:00:00.000000000,
148,"40.71427487,-73.98990025|40.714215,-73.981346",3.783333333333333,0 days 16:00:00.000000000,
149,"40.71427487,-73.98990025|40.71427487,-73.98990025",17.95,0 days 16:00:00.000000000,
150,"40.71427487,-73.98990025|40.71581550000001,-73.99422366",2.8666666666666667,0 days 14:00:00.000000000,
151,"40.71485150526252,-74.01122331619263|40.71273266,-74.0046073",4.233333333333333,0 days 16:00:00.000000000,
152,"40.7149787,-74.013012|40.70569254,-74.01677685",6.616666666666666,0 days 15:00:00.000000000,
153,"40.7149787,-74.013012|40.70834698,-74.01713445",5.683333333333334,0 days 15:00:00.000000000,
154,"40.715143,-73.944507|40.71534825,-73.96024116",6.816666666666666,0 days 10:00:00.000000000,
155,"40.715143,-73.944507|40.71907891179564,-73.94223690032959",2.9,0 days 18:00:00.000000000,
156,"40.715143,-73.944507|40.71929301,-73.94500379",2.0166666666666666,0 days 18:00:00.000000000,
157,"40.715143,-73.944507|40.72325,-73.94308000000002",5.3,0 days 18:00:00.000000000,
158,"40.7153379,-74.01658354|40.70463334,-74.01361706",7.291666666666667,0 days 09:00:00.000000000,
159,"40.7153379,-74.01658354|40.70569254,-74.01677685",5.683333333333334,0 days 14:00:00.000000000,
160,"40.7153379,-74.01658354|40.70834698,-74.01713445",5.25,0 days 15:00:00.000000000,
161,"40.7153379,-74.01658354|40.7153379,-74.01658354",19.541666666666668,0 days 14:00:00.000000000,
162,"40.7153379,-74.01658354|40.71870987,-74.0090009",5.258333333333334,0 days 08:00:00.000000000,
163,"40.7153379,-74.01658354|40.72019521437465,-74.0103006362915",4.5,0 days 07:00:00.000000000,
164,"40.7153379,-74.01658354|40.728846,-74.00859100000002",8.883333333333333,0 days 15:00:00.000000000,
165,"40.7153379,-74.01658354|40.73291553,-74.00711384",10.766666666666667,0 days 17:00:00.000000000,
166,"40.7153379,-74.01658354|40.739323,-74.008119",12.958333333333334,0 days 17:00:00.000000000,
167,"40.7153379,-74.01658354|40.74334935,-74.00681753",13.375,0 days 10:00:00.000000000,
168,"40.71534825,-73.96024116|40.71167351,-73.95141312",5.383333333333334,0 days 16:00:00.000000000,
169,"40.71534825,-73.96024116|40.71285887,-73.96590294",4.058333333333334,0 days 15:00:00.000000000,
170,"40.71534825,-73.96024116|40.715143,-73.944507",7.491666666666666,0 days 14:00:00.000000000,
171,"40.71534825,-73.96024116|40.72311651,-73.95212324",4.966666666666667,0 days 15:00:00.000000000,
172,"40.71581550000001,-73.99422366|40.71427487,-73.98990025",2.433333333333333,0 days 16:00:00.000000000,
173,"40.71625008,-74.0091059|40.711512,-74.01575600000002",6.591666666666667,0 days 14:00:00.000000000,
174,"40.71625008,-74.0091059|40.7153379,-74.01658354",4.75,0 days 17:00:00.000000000,
175,"40.71625008,-74.0091059|40.72019521437465,-74.0103006362915",2.6666666666666665,0 days 14:00:00.000000000,
176,"40.716887,-73.96319799999998|40.71745169,-73.95850939",2.45,0 days 10:00:00.000000000,
177,"40.7172274,-73.98802084|40.714215,-73.981346",3.7666666666666666,0 days 16:00:00.000000000,
178,"40.71745169,-73.95850939|40.71044554,-73.96525063",6.683333333333334,0 days 17:00:00.000000000,
179,"40.71745169,-73.95850939|40.71260486,-73.96264403",5.533333333333333,0 days 16:00:00.000000000,
180,"40.71745169,-73.95850939|40.71285887,-73.96590294",4.883333333333334,0 days 17:00:00.000000000,
181,"40.71745169,-73.95850939|40.716887,-73.96319799999998",2.6166666666666667,0 days 16:00:00.000000000,
182,"40.71745169,-73.95850939|40.72311651,-73.95212324",3.9,0 days 16:00:00.000000000,
183,"40.71745169,-73.95850939|40.72906,-73.95779",6.933333333333334,0 days 13:00:00.000000000,
184,"40.71754834,-74.01322069|40.70569254,-74.01677685",7.266666666666667,0 days 15:00:00.000000000,
185,"40.71754834,-74.01322069|40.70834698,-74.01713445",6.4,0 days 17:00:00.000000000,
186,"40.71754834,-74.01322069|40.711512,-74.01575600000002",5.15,0 days 17:00:00.000000000,
187,"40.71754834,-74.01322069|40.71273266,-74.0046073",5.55,0 days 10:00:00.000000000,
188,"40.71754834,-74.01322069|40.7153379,-74.01658354",2.8333333333333335,0 days 17:00:00.000000000,
189,"40.71754834,-74.01322069|40.71754834,-74.01322069",17.45,0 days 16:00:00.000000000,
190,"40.71754834,-74.01322069|40.72243797,-74.00566443",6.833333333333333,0 days 09:00:00.000000000,
191,"40.71754834,-74.01322069|40.72405549,-74.00965965",4.933333333333334,0 days 17:00:00.000000000,
192,"40.71754834,-74.01322069|40.7277140777778,-74.01129573583603",5.15,0 days 17:00:00.000000000,
193,"40.71754834,-74.01322069|40.728846,-74.00859100000002",7.316666666666666,0 days 17:00:00.000000000,
194,"40.71754834,-74.01322069|40.73038599,-74.00214988",10.016666666666667,0 days 17:00:00.000000000,
195,"40.71754834,-74.01322069|40.73172428,-74.00674436",8.8,0 days 17:00:00.000000000,
196,"40.71754834,-74.01322069|40.73291553,-74.00711384",9.191666666666666,0 days 17:00:00.000000000,
197,"40.71754834,-74.01322069|40.739323,-74.008119",10.833333333333334,0 days 16:00:00.000000000,
198,"40.71754834,-74.01322069|40.742753828659026,-74.00747358798982",13.3,0 days 17:00:00.000000000,
199,"40.71754834,-74.01322069|40.74334935,-74.00681753",12.483333333333333,0 days 17:00:00.000000000,
200,"40.71754834,-74.01322069|40.74691959,-74.00451887",15.8,0 days 17:00:00.000000000,
201,"40.71754834,-74.01322069|40.751396,-74.00522600000002",16.483333333333334,0 days 14:00:00.000000000,
202,"40.71754834,-74.01322069|40.75594159,-74.0021163",19.916666666666668,0 days 18:00:00.000000000,
203,"40.71754834,-74.01322069|40.76087502,-74.00277668",18.766666666666666,0 days 17:00:00.000000000,
204,"40.71774592,-73.95600096|40.72146256229816,-73.94800901412964",5.35,0 days 17:00:00.000000000,
205,"40.71774592,-73.95600096|40.72311651,-73.95212324",3.5833333333333335,0 days 18:00:00.000000000,
206,"40.71774592,-73.95600096|40.724812564400175,-73.94752621650694",5.95,0 days 18:00:00.000000000,
207,"40.71774592,-73.95600096|40.72557000000001,-73.94434",7.291666666666667,0 days 17:00:00.000000000,
208,"40.71774592,-73.95600096|40.72606,-73.95621",4.9,0 days 17:00:00.000000000,
209,"40.71774592,-73.95600096|40.72906,-73.95779",6.916666666666667,0 days 17:00:00.000000000,
210,"40.718822,-73.99596|40.714215,-73.981346",8.216666666666667,0 days 16:00:00.000000000,
211,"40.718822,-73.99596|40.71427487,-73.98990025",5.575,0 days 16:00:00.000000000,
212,"40.718822,-73.99596|40.71739973,-73.98016555",11.041666666666666,0 days 15:00:00.000000000,
213,"40.718822,-73.99596|40.72743423,-73.99379025",6.075,0 days 12:00:00.000000000,
214,"40.71893904,-73.99266288|40.722055,-73.989111",2.925,0 days 15:00:00.000000000,
215,"40.71893904,-73.99266288|40.72229346,-73.99147535",2.2333333333333334,0 days 15:00:00.000000000,
216,"40.7190095,-73.95852515|40.72311651,-73.95212324",3.2,0 days 16:00:00.000000000,
217,"40.7190095,-73.95852515|40.72606,-73.95621",3.558333333333333,0 days 17:00:00.000000000,
218,"40.7190095,-73.95852515|40.72708584,-73.95299117",5.158333333333333,0 days 17:00:00.000000000,
219,"40.7190095,-73.95852515|40.72906,-73.95779",5.7,0 days 17:00:00.000000000,
220,"40.7190095,-73.95852515|40.73266,-73.95826",7.116666666666666,0 days 18:00:00.000000000,
221,"40.71907891179564,-73.94223690032959|40.715143,-73.944507",3.05,0 days 09:00:00.000000000,
222,"40.71929301,-73.94500379|40.715143,-73.944507",2.2666666666666666,0 days 09:00:00.000000000,
223,"40.72019521437465,-74.0103006362915|40.71291224,-74.01020234",4.3,0 days 17:00:00.000000000,
224,"40.72019521437465,-74.0103006362915|40.71485150526252,-74.01122331619263",3.216666666666667,0 days 14:00:00.000000000,
225,"40.72019521437465,-74.0103006362915|40.7153379,-74.01658354",4.716666666666667,0 days 16:00:00.000000000,
226,"40.72019521437465,-74.0103006362915|40.71625008,-74.0091059",2.316666666666667,0 days 14:00:00.000000000,
227,"40.72019576,-73.98997825|40.72210378668603,-73.99724900722505",4.6,0 days 12:00:00.000000000,
228,"40.72019576,-73.98997825|40.72430527250332,-73.99600982666016",4.65,0 days 07:00:00.000000000,
229,"40.72019576,-73.98997825|40.72710258,-74.00297088",7.216666666666667,0 days 10:00:00.000000000,
230,"40.72036775298455,-73.96165072917937|40.72906,-73.95779",4.933333333333334,0 days 15:00:00.000000000,
231,"40.72066442,-73.98517977|40.72430527250332,-73.99600982666016",6.616666666666666,0 days 09:00:00.000000000,
232,"40.7208736,-73.98085795|40.72307749068673,-73.98583620786667",2.6,0 days 08:00:00.000000000,
233,"40.72146256229816,-73.94800901412964|40.71774592,-73.95600096",4.283333333333333,0 days 09:00:00.000000000,
234,"40.72165481,-74.00234737|40.718822,-73.99596",3.716666666666667,0 days 15:00:00.000000000,
235,"40.72179134,-73.95041540000003|40.71774592,-73.95600096",3.0,0 days 11:00:00.000000000,
236,"40.72210378668603,-73.99724900722505|40.718822,-73.99596",3.05,0 days 14:00:00.000000000,
237,"40.72210378668603,-73.99724900722505|40.72710258,-74.00297088",4.891666666666667,0 days 14:00:00.000000000,
238,"40.72210378668603,-73.99724900722505|40.72743423,-73.99379025",3.566666666666667,0 days 16:00:00.000000000,
239,"40.72210378668603,-73.99724900722505|40.73020660529954,-73.99102628231049",5.358333333333333,0 days 14:00:00.000000000,
240,"40.72210378668603,-73.99724900722505|40.73454567,-73.99074142",7.591666666666667,0 days 13:00:00.000000000,
241,"40.72217444,-73.98368779|40.72743423,-73.99379025",5.391666666666667,0 days 15:00:00.000000000,
242,"40.72229346,-73.99147535|40.71605866,-73.99190759",5.1,0 days 16:00:00.000000000,
243,"40.72229346,-73.99147535|40.71893904,-73.99266288",2.4166666666666665,0 days 17:00:00.000000000,
244,"40.72229346,-73.99147535|40.72066442,-73.98517977",3.45,0 days 16:00:00.000000000,
245,"40.72243797,-74.00566443|40.71291224,-74.01020234",6.583333333333333,0 days 17:00:00.000000000,
246,"40.72243797,-74.00566443|40.71754834,-74.01322069",7.291666666666667,0 days 18:00:00.000000000,
247,"40.72243797,-74.00566443|40.718822,-73.99596",5.033333333333333,0 days 16:00:00.000000000,
248,"40.72299208,-73.97995466|40.729514962249496,-73.99075269699097",6.866666666666666,0 days 08:00:00.000000000,
249,"40.72307749068673,-73.98583620786667|40.72743423,-73.99379025",4.583333333333333,0 days 11:00:00.000000000,
250,"40.72311651,-73.95212324|40.71774592,-73.95600096",3.9583333333333335,0 days 11:00:00.000000000,
251,"40.72317958,-73.99480012|40.72317958,-73.99480012",15.383333333333333,0 days 13:00:00.000000000,
252,"40.72317958,-73.99480012|40.72710258,-74.00297088",4.825,0 days 15:00:00.000000000,
253,"40.72325,-73.94308000000002|40.715143,-73.944507",5.516666666666667,0 days 08:00:00.000000000,
254,"40.72325,-73.94308000000002|40.71774592,-73.95600096",6.3,0 days 10:00:00.000000000,
255,"40.7239567849954,-73.94984364509583|40.71774592,-73.95600096",4.3,0 days 09:00:00.000000000,
256,"40.7239567849954,-73.94984364509583|40.72557000000001,-73.94434",3.25,0 days 17:00:00.000000000,
257,"40.72405549,-74.00965965|40.71754834,-74.01322069",4.791666666666667,0 days 14:00:00.000000000,
258,"40.72405549,-74.00965965|40.73291553,-74.00711384",5.558333333333334,0 days 17:00:00.000000000,
259,"40.72430527250332,-73.99600982666016|40.72066442,-73.98517977",6.791666666666667,0 days 16:00:00.000000000,
260,"40.72430527250332,-73.99600982666016|40.72743423,-73.99379025",2.316666666666667,0 days 15:00:00.000000000,
261,"40.72430527250332,-73.99600982666016|40.73020660529954,-73.99102628231049",4.075,0 days 15:00:00.000000000,
262,"40.72430527250332,-73.99600982666016|40.73454567,-73.99074142",6.483333333333333,0 days 15:00:00.000000000,
263,"40.72430527250332,-73.99600982666016|40.73704984,-73.99009296",8.166666666666666,0 days 14:00:00.000000000,
264,"40.72453734,-73.98185424|40.72743423,-73.99379025",6.683333333333334,0 days 12:00:00.000000000,
265,"40.72453734,-73.98185424|40.729514962249496,-73.99075269699097",5.65,0 days 10:00:00.000000000,
266,"40.724812564400175,-73.94752621650694|40.71774592,-73.95600096",5.75,0 days 10:00:00.000000000,
267,"40.72521311,-73.97768752|40.729514962249496,-73.99075269699097",7.216666666666667,0 days 08:00:00.000000000,
268,"40.72521311,-73.97768752|40.73020660529954,-73.99102628231049",6.933333333333334,0 days 08:00:00.000000000,
