,trip,bike_duration_mins,median_hour,frequency,public_duration_mins,start_coord,end_coord,distance,time_saved
196,"40.71774592,-73.95600096|40.724812564400175,-73.94752621650694",5.95,1531159200,121,15.4,"40.71774592,-73.95600096","40.724812564400175,-73.94752621650694",1227,9.0
197,"40.71774592,-73.95600096|40.72557000000001,-73.94434",7.29,1531155600,116,18.98,"40.71774592,-73.95600096","40.72557000000001,-73.94434",1512,12.0
198,"40.71774592,-73.95600096|40.72606,-73.95621",4.9,1531155600,103,14.48,"40.71774592,-73.95600096","40.72606,-73.95621",1190,10.0
199,"40.71774592,-73.95600096|40.72906,-73.95779",6.92,1531155600,109,19.67,"40.71774592,-73.95600096","40.72906,-73.95779",1598,13.0
200,"40.718822,-73.99596|40.714215,-73.981346",8.22,1531152000,101,17.68,"40.718822,-73.99596","40.714215,-73.981346",1351,9.0
201,"40.718822,-73.99596|40.71427487,-73.98990025",5.58,1531152000,118,12.12,"40.718822,-73.99596","40.71427487,-73.98990025",926,7.0
202,"40.718822,-73.99596|40.71739973,-73.98016555",11.04,1531148400,142,16.72,"40.718822,-73.99596","40.71739973,-73.98016555",1719,6.0
203,"40.718822,-73.99596|40.72743423,-73.99379025",6.08,1531139400,108,10.47,"40.718822,-73.99596","40.72743423,-73.99379025",1655,4.0
204,"40.71893904,-73.99266288|40.722055,-73.989111",2.92,1531150200,102,7.72,"40.71893904,-73.99266288","40.722055,-73.989111",580,5.0
205,"40.71893904,-73.99266288|40.72229346,-73.99147535",2.23,1531148400,115,5.65,"40.71893904,-73.99266288","40.72229346,-73.99147535",441,3.0
206,"40.7190095,-73.95852515|40.72311651,-73.95212324",3.2,1531152000,151,9.3,"40.7190095,-73.95852515","40.72311651,-73.95212324",785,6.0
207,"40.7190095,-73.95852515|40.72606,-73.95621",3.56,1531155600,266,11.63,"40.7190095,-73.95852515","40.72606,-73.95621",970,8.0
208,"40.7190095,-73.95852515|40.72708584,-73.95299117",5.16,1531155600,102,15.07,"40.7190095,-73.95852515","40.72708584,-73.95299117",1243,10.0
209,"40.7190095,-73.95852515|40.72906,-73.95779",5.7,1531155600,171,9.55,"40.7190095,-73.95852515","40.72906,-73.95779",1395,4.0
210,"40.7190095,-73.95852515|40.73266,-73.95826",7.12,1531159200,113,10.48,"40.7190095,-73.95852515","40.73266,-73.95826",1774,3.0
211,"40.71907891179564,-73.94223690032959|40.715143,-73.944507",3.05,1531126800,404,8.43,"40.71907891179564,-73.94223690032959","40.715143,-73.944507",647,5.0
212,"40.71929301,-73.94500379|40.715143,-73.944507",2.27,1531126800,132,6.5,"40.71929301,-73.94500379","40.715143,-73.944507",494,4.0
213,"40.72019521437465,-74.0103006362915|40.71291224,-74.01020234",4.3,1531155600,133,10.18,"40.72019521437465,-74.0103006362915","40.71291224,-74.01020234",1643,6.0
214,"40.72019521437465,-74.0103006362915|40.71485150526252,-74.01122331619263",3.22,1531144800,167,7.73,"40.72019521437465,-74.0103006362915","40.71485150526252,-74.01122331619263",616,5.0
215,"40.72019521437465,-74.0103006362915|40.7153379,-74.01658354",4.72,1531152000,273,11.97,"40.72019521437465,-74.0103006362915","40.7153379,-74.01658354",1157,7.0
216,"40.72019521437465,-74.0103006362915|40.71625008,-74.0091059",2.32,1531144800,131,6.6,"40.72019521437465,-74.0103006362915","40.71625008,-74.0091059",531,4.0
217,"40.72019576,-73.98997825|40.72210378668603,-73.99724900722505",4.6,1531137600,112,10.5,"40.72019576,-73.98997825","40.72210378668603,-73.99724900722505",808,6.0
218,"40.72019576,-73.98997825|40.72430527250332,-73.99600982666016",4.65,1531121400,106,9.93,"40.72019576,-73.98997825","40.72430527250332,-73.99600982666016",1804,5.0
219,"40.72019576,-73.98997825|40.72710258,-74.00297088",7.22,1531130400,105,17.03,"40.72019576,-73.98997825","40.72710258,-74.00297088",3165,10.0
220,"40.72036775298455,-73.96165072917937|40.72906,-73.95779",4.93,1531148400,110,6.7,"40.72036775298455,-73.96165072917937","40.72906,-73.95779",1339,2.0
221,"40.72066442,-73.98517977|40.72430527250332,-73.99600982666016",6.62,1531126800,137,15.88,"40.72066442,-73.98517977","40.72430527250332,-73.99600982666016",1188,9.0
222,"40.7208736,-73.98085795|40.72307749068673,-73.98583620786667",2.6,1531123200,106,6.28,"40.7208736,-73.98085795","40.72307749068673,-73.98583620786667",486,4.0
223,"40.72146256229816,-73.94800901412964|40.71774592,-73.95600096",4.28,1531126800,133,11.68,"40.72146256229816,-73.94800901412964","40.71774592,-73.95600096",937,7.0
224,"40.72165481,-74.00234737|40.718822,-73.99596",3.72,1531148400,127,8.47,"40.72165481,-74.00234737","40.718822,-73.99596",627,5.0
225,"40.72179134,-73.95041540000003|40.71774592,-73.95600096",3.0,1531134000,227,8.45,"40.72179134,-73.95041540000003","40.71774592,-73.95600096",680,5.0
226,"40.72210378668603,-73.99724900722505|40.718822,-73.99596",3.05,1531144800,115,6.37,"40.72210378668603,-73.99724900722505","40.718822,-73.99596",483,3.0
227,"40.72210378668603,-73.99724900722505|40.72710258,-74.00297088",4.89,1531144800,134,10.92,"40.72210378668603,-73.99724900722505","40.72710258,-74.00297088",881,6.0
228,"40.72210378668603,-73.99724900722505|40.72743423,-73.99379025",3.57,1531152000,185,5.63,"40.72210378668603,-73.99724900722505","40.72743423,-73.99379025",791,2.0
229,"40.72210378668603,-73.99724900722505|40.73020660529954,-73.99102628231049",5.36,1531144800,158,3.77,"40.72210378668603,-73.99724900722505","40.73020660529954,-73.99102628231049",1119,-2.0
230,"40.72210378668603,-73.99724900722505|40.73454567,-73.99074142",7.59,1531141200,122,6.8,"40.72210378668603,-73.99724900722505","40.73454567,-73.99074142",1854,-1.0
231,"40.72217444,-73.98368779|40.72743423,-73.99379025",5.39,1531148400,164,14.37,"40.72217444,-73.98368779","40.72743423,-73.99379025",1096,9.0
232,"40.72229346,-73.99147535|40.71605866,-73.99190759",5.1,1531152000,122,11.53,"40.72229346,-73.99147535","40.71605866,-73.99190759",882,6.0
233,"40.72229346,-73.99147535|40.71893904,-73.99266288",2.42,1531155600,178,5.62,"40.72229346,-73.99147535","40.71893904,-73.99266288",441,3.0
234,"40.72229346,-73.99147535|40.72066442,-73.98517977",3.45,1531152000,130,7.43,"40.72229346,-73.99147535","40.72066442,-73.98517977",574,4.0
235,"40.72243797,-74.00566443|40.71291224,-74.01020234",6.58,1531155600,251,6.37,"40.72243797,-74.00566443","40.71291224,-74.01020234",1325,-0.0
236,"40.72243797,-74.00566443|40.71754834,-74.01322069",7.29,1531159200,110,9.9,"40.72243797,-74.00566443","40.71754834,-74.01322069",1446,3.0
237,"40.72243797,-74.00566443|40.718822,-73.99596",5.03,1531152000,136,13.2,"40.72243797,-74.00566443","40.718822,-73.99596",993,8.0
238,"40.72299208,-73.97995466|40.729514962249496,-73.99075269699097",6.87,1531123200,127,17.4,"40.72299208,-73.97995466","40.729514962249496,-73.99075269699097",1358,11.0
239,"40.72307749068673,-73.98583620786667|40.72743423,-73.99379025",4.58,1531134000,107,11.75,"40.72307749068673,-73.98583620786667","40.72743423,-73.99379025",889,7.0
240,"40.72311651,-73.95212324|40.71774592,-73.95600096",3.96,1531134000,298,9.8,"40.72311651,-73.95212324","40.71774592,-73.95600096",793,6.0
241,"40.72317958,-73.99480012|40.72710258,-74.00297088",4.82,1531148400,124,10.78,"40.72317958,-73.99480012","40.72710258,-74.00297088",861,6.0
242,"40.72325,-73.94308000000002|40.715143,-73.944507",5.52,1531123200,195,13.2,"40.72325,-73.94308000000002","40.715143,-73.944507",1008,8.0
243,"40.72325,-73.94308000000002|40.71774592,-73.95600096",6.3,1531130400,156,16.95,"40.72325,-73.94308000000002","40.71774592,-73.95600096",1333,11.0
244,"40.7239567849954,-73.94984364509583|40.71774592,-73.95600096",4.3,1531126800,162,12.32,"40.7239567849954,-73.94984364509583","40.71774592,-73.95600096",991,8.0
245,"40.7239567849954,-73.94984364509583|40.72557000000001,-73.94434",3.25,1531155600,158,6.72,"40.7239567849954,-73.94984364509583","40.72557000000001,-73.94434",517,3.0
246,"40.72405549,-74.00965965|40.71754834,-74.01322069",4.79,1531144800,152,12.77,"40.72405549,-74.00965965","40.71754834,-74.01322069",1655,8.0
247,"40.72405549,-74.00965965|40.73291553,-74.00711384",5.56,1531155600,102,13.2,"40.72405549,-74.00965965","40.73291553,-74.00711384",1042,8.0
248,"40.72430527250332,-73.99600982666016|40.72066442,-73.98517977",6.79,1531152000,104,11.53,"40.72430527250332,-73.99600982666016","40.72066442,-73.98517977",1873,5.0
249,"40.72430527250332,-73.99600982666016|40.72743423,-73.99379025",2.32,1531148400,101,5.42,"40.72430527250332,-73.99600982666016","40.72743423,-73.99379025",408,3.0
250,"40.72430527250332,-73.99600982666016|40.73020660529954,-73.99102628231049",4.08,1531148400,148,5.12,"40.72430527250332,-73.99600982666016","40.73020660529954,-73.99102628231049",797,1.0
251,"40.72430527250332,-73.99600982666016|40.73454567,-73.99074142",6.48,1531148400,129,8.15,"40.72430527250332,-73.99600982666016","40.73454567,-73.99074142",1533,2.0
252,"40.72430527250332,-73.99600982666016|40.73704984,-73.99009296",8.17,1531144800,129,8.8,"40.72430527250332,-73.99600982666016","40.73704984,-73.99009296",1828,1.0
253,"40.72453734,-73.98185424|40.72743423,-73.99379025",6.68,1531137600,115,16.88,"40.72453734,-73.98185424","40.72743423,-73.99379025",1267,10.0
254,"40.72453734,-73.98185424|40.729514962249496,-73.99075269699097",5.65,1531130400,251,13.23,"40.72453734,-73.98185424","40.729514962249496,-73.99075269699097",1014,8.0
255,"40.724812564400175,-73.94752621650694|40.71774592,-73.95600096",5.75,1531130400,211,8.43,"40.724812564400175,-73.94752621650694","40.71774592,-73.95600096",1243,3.0
256,"40.72521311,-73.97768752|40.729514962249496,-73.99075269699097",7.22,1531123200,124,16.52,"40.72521311,-73.97768752","40.729514962249496,-73.99075269699097",1280,9.0
257,"40.72521311,-73.97768752|40.73020660529954,-73.99102628231049",6.93,1531123200,161,17.15,"40.72521311,-73.97768752","40.73020660529954,-73.99102628231049",1303,10.0
258,"40.72521311,-73.97768752|40.73454567,-73.99074142",8.52,1531123200,182,11.75,"40.72521311,-73.97768752","40.73454567,-73.99074142",1919,3.0
259,"40.7252556952547,-74.00412082672119|40.73038599,-74.00214988",3.38,1531141200,116,7.87,"40.7252556952547,-74.00412082672119","40.73038599,-74.00214988",1132,4.0
260,"40.72557000000001,-73.94434|40.71774592,-73.95600096",6.78,1531130400,147,11.95,"40.72557000000001,-73.94434","40.71774592,-73.95600096",1528,5.0
261,"40.72557000000001,-73.94434|40.7239567849954,-73.94984364509583",3.02,1531123200,168,6.68,"40.72557000000001,-73.94434","40.7239567849954,-73.94984364509583",517,4.0
262,"40.72606,-73.95621|40.71774592,-73.95600096",5.37,1531137600,130,14.75,"40.72606,-73.95621","40.71774592,-73.95600096",1191,9.0
263,"40.72606,-73.95621|40.7190095,-73.95852515",4.58,1531126800,197,12.32,"40.72606,-73.95621","40.7190095,-73.95852515",970,8.0
264,"40.72621788,-73.98379855|40.72743423,-73.99379025",5.47,1531141200,136,14.52,"40.72621788,-73.98379855","40.72743423,-73.99379025",1106,9.0
265,"40.72621788,-73.98379855|40.729514962249496,-73.99075269699097",4.12,1531134000,590,9.5,"40.72621788,-73.98379855","40.729514962249496,-73.99075269699097",730,5.0
266,"40.72621788,-73.98379855|40.73020660529954,-73.99102628231049",4.68,1531141200,132,11.18,"40.72621788,-73.98379855","40.73020660529954,-73.99102628231049",828,7.0
267,"40.72621788,-73.98379855|40.73454567,-73.99074142",6.97,1531141200,175,13.97,"40.72621788,-73.98379855","40.73454567,-73.99074142",1548,7.0
268,"40.72621788,-73.98379855|40.73704984,-73.99009296",8.25,1531130400,103,17.5,"40.72621788,-73.98379855","40.73704984,-73.99009296",1938,9.0
269,"40.7262807,-73.98978041|40.729514962249496,-73.99075269699097",2.62,1531128600,126,6.08,"40.7262807,-73.98978041","40.729514962249496,-73.99075269699097",476,3.0
270,"40.72708584,-73.95299117|40.71774592,-73.95600096",5.68,1531130400,149,6.65,"40.72708584,-73.95299117","40.71774592,-73.95600096",1372,1.0
271,"40.72710258,-74.00297088|40.72210378668603,-73.99724900722505",5.37,1531141200,113,11.2,"40.72710258,-74.00297088","40.72210378668603,-73.99724900722505",881,6.0
272,"40.72710258,-74.00297088|40.73492695,-73.99200509",7.92,1531144800,106,13.97,"40.72710258,-74.00297088","40.73492695,-73.99200509",2233,6.0
273,"40.72710258,-74.00297088|40.74173969,-73.99415556",8.64,1531141200,136,13.17,"40.72710258,-74.00297088","40.74173969,-73.99415556",2325,5.0
274,"40.72740794,-73.98142006|40.729514962249496,-73.99075269699097",5.52,1531134000,144,11.93,"40.72740794,-73.98142006","40.729514962249496,-73.99075269699097",914,6.0
275,"40.72740794,-73.98142006|40.73020660529954,-73.99102628231049",5.05,1531126800,285,12.5,"40.72740794,-73.98142006","40.73020660529954,-73.99102628231049",937,7.0
276,"40.72740794,-73.98142006|40.73454567,-73.99074142",6.88,1531134000,225,12.25,"40.72740794,-73.98142006","40.73454567,-73.99074142",1504,5.0
277,"40.72743423,-73.99379025|40.72217444,-73.98368779",6.32,1531148400,122,13.87,"40.72743423,-73.99379025","40.72217444,-73.98368779",1096,8.0
278,"40.72743423,-73.99379025|40.72621788,-73.98379855",5.5,1531152000,112,13.98,"40.72743423,-73.99379025","40.72621788,-73.98379855",1104,8.0
279,"40.72743423,-73.99379025|40.72710258,-74.00297088",5.55,1531141200,117,13.38,"40.72743423,-73.99379025","40.72710258,-74.00297088",1073,8.0
280,"40.72743423,-73.99379025|40.72779126,-73.98564945",4.53,1531144800,103,11.73,"40.72743423,-73.99379025","40.72779126,-73.98564945",923,7.0
281,"40.72743423,-73.99379025|40.72917025,-73.99810231",2.35,1531152000,107,5.27,"40.72743423,-73.99379025","40.72917025,-73.99810231",429,3.0
282,"40.72743423,-73.99379025|40.73020660529954,-73.99102628231049",2.19,1531144800,168,5.18,"40.72743423,-73.99379025","40.73020660529954,-73.99102628231049",414,3.0
283,"40.72743423,-73.99379025|40.73038599,-74.00214988",4.55,1531135800,158,9.0,"40.72743423,-73.99379025","40.73038599,-74.00214988",1474,4.0
284,"40.72743423,-73.99379025|40.73223272,-73.98889957",3.78,1531148400,138,10.28,"40.72743423,-73.99379025","40.73223272,-73.98889957",823,7.0
285,"40.72743423,-73.99379025|40.73454567,-73.99074142",4.62,1531148400,195,7.9,"40.72743423,-73.99379025","40.73454567,-73.99074142",1513,3.0
286,"40.72743423,-73.99379025|40.73704984,-73.99009296",5.98,1531144800,145,9.27,"40.72743423,-73.99379025","40.73704984,-73.99009296",1220,3.0
287,"40.72743423,-73.99379025|40.74034320000001,-73.98955109",7.67,1531139400,106,13.18,"40.72743423,-73.99379025","40.74034320000001,-73.98955109",2303,6.0
288,"40.7277140777778,-74.01129573583603|40.711512,-74.01575600000002",9.82,1531155600,149,24.52,"40.7277140777778,-74.01129573583603","40.711512,-74.01575600000002",3777,15.0
289,"40.7277140777778,-74.01129573583603|40.7153379,-74.01658354",7.38,1531152000,124,19.43,"40.7277140777778,-74.01129573583603","40.7153379,-74.01658354",1616,12.0
290,"40.7277140777778,-74.01129573583603|40.71754834,-74.01322069",5.38,1531155600,323,14.97,"40.7277140777778,-74.01129573583603","40.71754834,-74.01322069",1223,10.0
291,"40.7277140777778,-74.01129573583603|40.76087502,-74.00277668",16.05,1531152000,129,37.7,"40.7277140777778,-74.01129573583603","40.76087502,-74.00277668",5618,22.0
292,"40.72779126,-73.98564945|40.73020660529954,-73.99102628231049",3.62,1531141200,151,7.4,"40.72779126,-73.98564945","40.73020660529954,-73.99102628231049",545,4.0
293,"40.72779126,-73.98564945|40.73454567,-73.99074142",6.13,1531141200,182,10.18,"40.72779126,-73.98564945","40.73454567,-73.99074142",1265,4.0
294,"40.728048571362606,-73.97881150245668|40.72955361,-73.98057249",1.48,1531155600,144,3.58,"40.728048571362606,-73.97881150245668","40.72955361,-73.98057249",292,2.0
295,"40.728048571362606,-73.97881150245668|40.73454567,-73.99074142",7.07,1531126800,230,12.2,"40.728048571362606,-73.97881150245668","40.73454567,-73.99074142",1503,5.0
296,"40.7284186,-73.98713956|40.729514962249496,-73.99075269699097",2.11,1531159200,122,4.83,"40.7284186,-73.98713956","40.729514962249496,-73.99075269699097",361,3.0
297,"40.728846,-74.00859100000002|40.7153379,-74.01658354",9.08,1531141200,133,17.68,"40.728846,-74.00859100000002","40.7153379,-74.01658354",2526,9.0
298,"40.728846,-74.00859100000002|40.71754834,-74.01322069",6.88,1531126800,298,13.7,"40.728846,-74.00859100000002","40.71754834,-74.01322069",2234,7.0
299,"40.728846,-74.00859100000002|40.73038599,-74.00214988",3.95,1531144800,106,8.22,"40.728846,-74.00859100000002","40.73038599,-74.00214988",642,4.0
300,"40.728846,-74.00859100000002|40.73291553,-74.00711384",2.8,1531148400,165,6.15,"40.728846,-74.00859100000002","40.73291553,-74.00711384",491,3.0
301,"40.72906,-73.95779|40.7190095,-73.95852515",6.44,1531155600,168,8.57,"40.72906,-73.95779","40.7190095,-73.95852515",1388,2.0
302,"40.72906,-73.95779|40.72036775298455,-73.96165072917937",4.99,1531148400,142,13.6,"40.72906,-73.95779","40.72036775298455,-73.96165072917937",1117,9.0
303,"40.72917025,-73.99810231|40.73454567,-73.99074142",5.4,1531141200,135,12.83,"40.72917025,-73.99810231","40.73454567,-73.99074142",1457,7.0
304,"40.72917025,-73.99810231|40.73492695,-73.99200509",4.37,1531148400,196,11.08,"40.72917025,-73.99810231","40.73492695,-73.99200509",875,7.0
305,"40.729514962249496,-73.99075269699097|40.72453734,-73.98185424",5.03,1531152000,284,12.63,"40.729514962249496,-73.99075269699097","40.72453734,-73.98185424",1014,8.0
306,"40.729514962249496,-73.99075269699097|40.72521311,-73.97768752",7.26,1531155600,112,10.42,"40.729514962249496,-73.99075269699097","40.72521311,-73.97768752",1537,3.0
307,"40.729514962249496,-73.99075269699097|40.72621788,-73.98379855",4.15,1531155600,253,9.05,"40.729514962249496,-73.99075269699097","40.72621788,-73.98379855",730,5.0
308,"40.729514962249496,-73.99075269699097|40.7262807,-73.98978041",2.57,1531152000,112,5.98,"40.729514962249496,-73.99075269699097","40.7262807,-73.98978041",476,3.0
309,"40.729514962249496,-73.99075269699097|40.72740794,-73.98142006",5.28,1531162800,223,11.28,"40.729514962249496,-73.99075269699097","40.72740794,-73.98142006",914,6.0
310,"40.729514962249496,-73.99075269699097|40.72779126,-73.98564945",2.67,1531150200,124,6.23,"40.729514962249496,-73.99075269699097","40.72779126,-73.98564945",505,4.0
311,"40.729514962249496,-73.99075269699097|40.73454567,-73.99074142",3.32,1531152000,130,4.47,"40.729514962249496,-73.99075269699097","40.73454567,-73.99074142",818,1.0
312,"40.729514962249496,-73.99075269699097|40.73704984,-73.99009296",4.65,1531141200,109,6.92,"40.729514962249496,-73.99075269699097","40.73704984,-73.99009296",1019,2.0
313,"40.72953837,-73.98426726|40.73454567,-73.99074142",5.33,1531148400,165,8.3,"40.72953837,-73.98426726","40.73454567,-73.99074142",1218,3.0
314,"40.72955361,-73.98057249|40.73223272,-73.98889957",4.58,1531152000,111,10.98,"40.72955361,-73.98057249","40.73223272,-73.98889957",839,6.0
315,"40.72955361,-73.98057249|40.73454567,-73.99074142",5.88,1531130400,250,8.63,"40.72955361,-73.98057249","40.73454567,-73.99074142",1211,3.0
316,"40.72955361,-73.98057249|40.73492695,-73.99200509",6.38,1531135800,128,9.43,"40.72955361,-73.98057249","40.73492695,-73.99200509",1284,3.0
317,"40.73020660529954,-73.99102628231049|40.72621788,-73.98379855",4.47,1531152000,158,10.72,"40.73020660529954,-73.99102628231049","40.72621788,-73.98379855",828,6.0
318,"40.73020660529954,-73.99102628231049|40.72740794,-73.98142006",5.13,1531159200,236,11.9,"40.73020660529954,-73.99102628231049","40.72740794,-73.98142006",937,7.0
319,"40.73020660529954,-73.99102628231049|40.72779126,-73.98564945",2.88,1531155600,132,7.0,"40.73020660529954,-73.99102628231049","40.72779126,-73.98564945",545,4.0
320,"40.73020660529954,-73.99102628231049|40.73454567,-73.99074142",2.9,1531144800,223,3.03,"40.73020660529954,-73.99102628231049","40.73454567,-73.99074142",735,0.0
321,"40.73020660529954,-73.99102628231049|40.73704984,-73.99009296",4.35,1531141200,212,6.0,"40.73020660529954,-73.99102628231049","40.73704984,-73.99009296",969,2.0
322,"40.73020660529954,-73.99102628231049|40.74034320000001,-73.98955109",6.47,1531130400,141,8.32,"40.73020660529954,-73.99102628231049","40.74034320000001,-73.98955109",1525,2.0
323,"40.73020660529954,-73.99102628231049|40.74173969,-73.99415556",8.85,1531141200,127,13.35,"40.73020660529954,-73.99102628231049","40.74173969,-73.99415556",2023,4.0
324,"40.73026,-73.95394|40.74232744,-73.95411749",7.85,1531130400,103,11.55,"40.73026,-73.95394","40.74232744,-73.95411749",2524,4.0
325,"40.73038599,-74.00214988|40.71754834,-74.01322069",9.14,1531126800,144,16.37,"40.73038599,-74.00214988","40.71754834,-74.01322069",3086,7.0
326,"40.73038599,-74.00214988|40.72210378668603,-73.99724900722505",8.82,1531141200,107,9.75,"40.73038599,-74.00214988","40.72210378668603,-73.99724900722505",1607,1.0
327,"40.73038599,-74.00214988|40.72706363348306,-73.99662137031554",3.55,1531144800,193,7.48,"40.73038599,-74.00214988","40.72706363348306,-73.99662137031554",1671,4.0
328,"40.73038599,-74.00214988|40.728846,-74.00859100000002",3.66,1531139400,106,8.08,"40.73038599,-74.00214988","40.728846,-74.00859100000002",642,4.0
329,"40.73038599,-74.00214988|40.73172428,-74.00674436",3.23,1531143000,158,7.08,"40.73038599,-74.00214988","40.73172428,-74.00674436",548,4.0
330,"40.73038599,-74.00214988|40.73291553,-74.00711384",3.91,1531144800,106,8.37,"40.73038599,-74.00214988","40.73291553,-74.00711384",648,4.0
331,"40.73038599,-74.00214988|40.73492695,-73.99200509",6.75,1531152000,108,11.43,"40.73038599,-74.00214988","40.73492695,-73.99200509",1494,5.0
332,"40.73038599,-74.00214988|40.73649403,-73.99704374",3.88,1531148400,107,6.87,"40.73038599,-74.00214988","40.73649403,-73.99704374",1079,3.0
333,"40.73038599,-74.00214988|40.73971301,-73.99456405",6.25,1531141200,120,6.7,"40.73038599,-74.00214988","40.73971301,-73.99456405",1303,0.0
334,"40.73038599,-74.00214988|40.74034320000001,-73.98955109",8.76,1531130400,124,11.37,"40.73038599,-74.00214988","40.74034320000001,-73.98955109",2106,3.0
335,"40.73038599,-74.00214988|40.74173969,-73.99415556",7.11,1531144800,186,7.9,"40.73038599,-74.00214988","40.74173969,-73.99415556",1881,1.0
336,"40.73047309,-73.98672378|40.73454567,-73.99074142",3.67,1531137600,193,8.73,"40.73047309,-73.98672378","40.73454567,-73.99074142",684,5.0
337,"40.73047747,-73.99906065|40.73492695,-73.99200509",4.79,1531148400,146,11.75,"40.73047747,-73.99906065","40.73492695,-73.99200509",929,7.0
338,"40.73143724085228,-73.99490341544151|40.73223272,-73.98889957",3.87,1531148400,121,9.17,"40.73143724085228,-73.99490341544151","40.73223272,-73.98889957",707,5.0
339,"40.73143724085228,-73.99490341544151|40.73454567,-73.99074142",3.52,1531146600,108,7.85,"40.73143724085228,-73.99490341544151","40.73454567,-73.99074142",603,4.0
340,"40.73143724085228,-73.99490341544151|40.73492695,-73.99200509",2.55,1531152000,328,5.97,"40.73143724085228,-73.99490341544151","40.73492695,-73.99200509",459,3.0
341,"40.73172428,-74.00674436|40.71754834,-74.01322069",8.55,1531126800,180,16.23,"40.73172428,-74.00674436","40.71754834,-74.01322069",2435,8.0
342,"40.73172428,-74.00674436|40.73038599,-74.00214988",3.32,1531141200,106,7.12,"40.73172428,-74.00674436","40.73038599,-74.00214988",548,4.0
343,"40.73172428,-74.00674436|40.73652889,-74.00618026",3.13,1531141200,132,7.33,"40.73172428,-74.00674436","40.73652889,-74.00618026",589,4.0
344,"40.73172428,-74.00674436|40.74475148,-73.99915362",7.72,1531144800,108,14.42,"40.73172428,-74.00674436","40.74475148,-73.99915362",2152,7.0
345,"40.73172428,-74.00674436|40.74691959,-74.00451887",9.62,1531130400,118,15.42,"40.73172428,-74.00674436","40.74691959,-74.00451887",2056,6.0
346,"40.73172428,-74.00674436|40.74734825,-73.99723551",9.53,1531152000,110,16.7,"40.73172428,-74.00674436","40.74734825,-73.99723551",2633,7.0
347,"40.73221853,-73.98165557|40.7262807,-73.98978041",6.08,1531148400,111,15.25,"40.73221853,-73.98165557","40.7262807,-73.98978041",1182,9.0
348,"40.73221853,-73.98165557|40.73314259,-73.97573881",3.25,1531155600,223,8.47,"40.73221853,-73.98165557","40.73314259,-73.97573881",713,5.0
349,"40.73221853,-73.98165557|40.734232,-73.986923",3.05,1531144800,194,7.15,"40.73221853,-73.98165557","40.734232,-73.986923",530,4.0
350,"40.73221853,-73.98165557|40.73454567,-73.99074142",5.32,1531141200,115,5.8,"40.73221853,-73.98165557","40.73454567,-73.99074142",1000,0.0
351,"40.73221853,-73.98165557|40.736502,-73.97809472",2.73,1531137600,169,7.5,"40.73221853,-73.98165557","40.736502,-73.97809472",611,5.0
352,"40.73221853,-73.98165557|40.73704984,-73.99009296",5.3,1531144800,140,8.42,"40.73221853,-73.98165557","40.73704984,-73.99009296",1257,3.0
353,"40.73221853,-73.98165557|40.7381765,-73.97738662",4.13,1531144800,127,4.65,"40.73221853,-73.98165557","40.7381765,-73.97738662",845,1.0
354,"40.73221853,-73.98165557|40.739445,-73.97680600000002",4.35,1531119600,159,11.67,"40.73221853,-73.98165557","40.739445,-73.97680600000002",916,7.0
355,"40.73221853,-73.98165557|40.74034320000001,-73.98955109",7.46,1531126800,112,18.15,"40.73221853,-73.98165557","40.74034320000001,-73.98955109",1391,11.0
356,"40.73221853,-73.98165557|40.74144387,-73.97536082",5.4,1531134000,172,6.15,"40.73221853,-73.98165557","40.74144387,-73.97536082",1265,1.0
357,"40.73223272,-73.98889957|40.72621788,-73.98379855",5.95,1531152000,108,13.48,"40.73223272,-73.98889957","40.72621788,-73.98379855",1085,8.0
358,"40.73223272,-73.98889957|40.72740794,-73.98142006",5.48,1531162800,161,11.93,"40.73223272,-73.98889957","40.72740794,-73.98142006",966,6.0
359,"40.73223272,-73.98889957|40.728048571362606,-73.97881150245668",5.49,1531155600,152,11.95,"40.73223272,-73.98889957","40.728048571362606,-73.97881150245668",969,6.0
360,"40.73223272,-73.98889957|40.72955361,-73.98057249",4.68,1531159200,138,10.38,"40.73223272,-73.98889957","40.72955361,-73.98057249",839,6.0
361,"40.73224119,-74.00026394|40.74173969,-73.99415556",6.17,1531130400,104,8.38,"40.73224119,-74.00026394","40.74173969,-73.99415556",1937,2.0
362,"40.73226398,-73.99852205|40.73492695,-73.99200509",4.24,1531141200,108,10.65,"40.73226398,-73.99852205","40.73492695,-73.99200509",835,6.0
363,"40.73266,-73.95826|40.74232744,-73.95411749",7.6,1531123200,139,21.07,"40.73266,-73.95826","40.74232744,-73.95411749",1670,13.0
364,"40.73291553,-74.00711384|40.711512,-74.01575600000002",12.75,1531148400,111,21.97,"40.73291553,-74.00711384","40.711512,-74.01575600000002",4049,9.0
365,"40.73291553,-74.00711384|40.7153379,-74.01658354",10.25,1531137600,127,21.0,"40.73291553,-74.00711384","40.7153379,-74.01658354",3197,11.0
366,"40.73291553,-74.00711384|40.71754834,-74.01322069",8.62,1531141200,237,17.02,"40.73291553,-74.00711384","40.71754834,-74.01322069",2904,8.0
367,"40.73291553,-74.00711384|40.72019521437465,-74.0103006362915",7.78,1531128600,108,14.7,"40.73291553,-74.00711384","40.72019521437465,-74.0103006362915",2354,7.0
368,"40.73291553,-74.00711384|40.72243797,-74.00566443",6.8,1531126800,116,10.63,"40.73291553,-74.00711384","40.72243797,-74.00566443",1703,4.0
